377,如何在 Windows 中允许指定 Pod 是否加入到节点的网络命名空间？该功能需要开启什么 Feature Gate？,可以通过控制 `--feature-gates=WindowsHostNetworking=true/false` flag 来开启或关闭在 Windows 中允许指定 Pod 是否加入到节点的网络命名空间功能。
378,什么是 kubelet Evented PLEG？如何开启该功能？,kubelet Evented PLEG 是用来优化节点中 Pod 状态跟踪的方式，通过尽可能依赖容器运行时接口(CRI) 的通知来减少定期轮训，这会减少 kubelet 对 CPU 的使用。可以通过控制 `--feature-gates=EventedPLEG=true/false` flag 来开启或关闭该功能。
379,Topology Manager 的优化是用来处理什么问题的？如何配置 Topology Manager Policy 的额外配置？,Topology Manager 的优化是用来更好地处理 NUMA (Non-Uniform Memory Access) 节点。可以通过在 kubelet config 和 kubectl 命令中分别设置 `topologyManagerPolicyOptions` 字段和 `--topology-manager-policy-options` flag 来配置 Topology Manager Policy 的额外配置。新增三个 Alpha Feature Gate 来控制对 Topology Manager Policy 的配置：`TopologyManagerPolicyOptions`、`TopologyManagerPolicyAlphaOptions` 和 `TopologyManagerPolicyBetaOptions`。
380,什么是动态资源分配？如何在 Kubernetes 中开启该功能？,动态资源分配是 Kubernetes 中的一种资源管理方式，允许 Pod 请求特殊类型的资源，这些资源可以在节点级、集群级或按照用户设置的其他模式提供。可以通过控制 `--feature-gates=DynamicResourceAllocation=true/false` flag 来开启或关闭该功能。
381,Kubernetes 中的 gzip 压缩目前存在什么问题？如何禁用响应压缩？,根据从数千个生产 Kubernetes 集群收集的负载测试和生产数据，社区观察到 Kubernetes APIServer 中的 gzip 压缩目前不是最优的。可以通过在 kubeconfig 中增加 `DisableCompression` 字段，或者在 kubectl 命令中增加 `--disable-compression` flag 来禁用响应压缩。
382,如何设置 APIServer 的 `--aggregator-reject-forwarding-redirect` flag？该 flag 的作用是什么？,可以通过在 APIServer 启动时设置 `--aggregator-reject-forwarding-redirect=false` flag 来允许继续转发 Aggregated API Server 的重定向响应。该 flag 的作用是允许终端用户获得更好的服务发现和服务路由体验。
383,什么是 APISelfSubjectAttributesReview？如何控制该功能是否开启？,APISelfSubjectAttributesReview 是 Kubernetes 中的一种授权机制，用于检查 API 请求的身份验证主体是否具有执行该请求所需的必要属性。可以通过控制 `--feature-gates=SelfSubjectAPIReview=true/false` flag 来控制该功能是否开启。
384,Kubernetes v1.26 对于节点 (Kubelet) 有哪些更新？,Kubernetes v1.26 对于节点 (Kubelet) 的更新主要包括新增动态资源分配相关的 API 资源和支持 NUMA 节点优化等。
385,Kubernetes v1.26 中哪些 Feature Gates 被移除了？,根据 Kubernetes 的版本迭代策略，在 Kubernetes v1.26 中移除了 11 个 Feature Gates，如果在组件命令中继续设置这些 Feature Gate，那么组件会无法正常启动。
386,Kubernetes v1.26 中增加了哪些新的 API 资源？,Kubernetes v1.26 新增加了多个 API 资源，包括 ValidatingAdmissionPolicy、SelfSubjectReview 和动态资源分配相关资源等。
387,Kubernetes v1.26 中一个重要的 KEP 功能是什么？,一个重要的 KEP 功能是 PodSchedulingReadiness，用于控制 Pod 何时可以被调度器调度。
388,Kubernetes v1.26 增加了哪些新的功能？,Kubernetes v1.26 增加了多个新的功能，包括在 Kube APIServer、节点、存储、网络、资源控制与调协、调度器和可观测性等方面的更新和优化。
389,什么是 Kubernetes 中的在线离线混部？,在线离线混部是指在一个 Kubernetes 集群中同时运行离线业务和在线业务，通过设置不同类型服务
390,什么是 Kubernetes 中的错峰调度策略？,Kubernetes 中的错峰调度策略是一种控制同时运行作业数量的策略，可以通过设置 Pod 的调度策略来实现。目的是避免在系统负载过高的情况下运行大量作业，并允许在系统负载较低的时间运行更多的作业。可以使用 Kubernetes 的调度程序或第三方调度程序来实现错峰调度。
391,什么是 Kubernetes 中的集群节点自动扩缩容？,集群节点自动扩缩容指根据集群的资源使用情况动态调整节点数量，通过监控集群的资源使用情况，并根据设定的阈值自动调整节点数量。例如，如果集群的 CPU 使用率超过了阈值，就会增加节点数量；如果集群的 CPU 使用率低于阈值，就会减少节点数量。
392,什么是 Kubernetes 中的垂直自动扩缩容？,垂直自动扩缩容指将更多资源（例如内存或 CPU）分配给正在运行中的 Pod。通过监控 Pod 的资源使用情况，并根据设定的目标使用率自动调整容器的资源请求和限制。例如，如果 Pod 的 CPU 使用率较低，就会减少容器的 CPU 请求和限制；如果 Pod 的 CPU 使用率较高，就会增加容器的 CPU 请求和限制。
393,什么是 Kubernetes 中的横向自动扩缩容？,横向自动扩缩容指根据实际负载动态调整 Pod 的副本数量，通过定期监控 Pod 的资源使用情况，根据设定的规则动态调整副本数量。例如，可以设定当 CPU 使用率超过 80% 时，增加副本数量；当 CPU 使用率低于 50% 时，减少副本数量。
394,什么是 Kubernetes 中的自动伸缩功能？,Kubernetes 中的自动伸缩功能可以根据实际负载动态调整 Pod 或节点的副本数量，包括横向自动扩缩容、垂直自动扩缩容和集群节点自动扩缩容。
395,VPA 和 HPA 有什么区别？VPA 有哪些优势？,VPA 意味着将更多资源分配给正在运行中的 Pod，通过监控 Pod 的资源使用情况自动调整容器的资源请求和限制。与 HPA 不同，VPA 能够提高节点的利用率、不必进行基准测试任务和随时调整 CPU 和内存请求等优势。
396,HPA 是如何工作的？有哪些优势？,HPA 会定期监控 Pod 的资源使用情况，并根据设定的规则动态调整 Pod 的副本数量。HPA 的优势在于能够提高 Deployment、ReplicationController、ReplicaSet 或者 StatefulSet 中 Pod 的资源利用率。
397,Kubernetes 中有哪些自动扩缩容的方式？,Kubernetes 提供了三种自动扩缩容的方式：横向自动扩缩容（HPA）、垂直自动扩缩容（VPA）和集群节点自动扩缩容（CA）。
398,为什么需要合理设置 Request 和 Limit？,合理地为容器设置 Request 和 Limit 值对优化资源利用率至关重要，能够避免浪费资源、提高集群的效率。同时，也能够满足各个团队对资源的需求。
399,什么是资源利用率？如何衡量资源利用率？,资源利用率是指计算资源被充分利用的程度，一般通过 CPU、内存、磁盘、进出带宽等指标数据来衡量。
400,什么是 Prometheus 的采集目标（Objective）？,采集目标（Objective）是 Prometheus 抓取的目标。采集目标暴露自身状态，或者代理暴露监控对象的运行、业务指标。
401,什么是对象（Object）？在 Kubernetes 中扮演着什么角色？,对象（Object）是 Kubernetes 系统中用于表示集群部分状态的实体，Kubernetes API 用这些实体表示集群状态。创建一个对象相当于告知 Kubernetes 系统：您期望这部分集群负载看起来像什么；这也就是您集群的期望状态。
402,什么是节点（Node）？它在云原生平台中扮演着什么角色？,节点（Node）是一台能与其他计算机（或节点）协同工作以完成一个共同任务的计算机。在云原生平台中，一个节点代表一个可执行工作的单元。理想情况下，单个节点是不作区分的，因为任何特定类型的节点与其相同类型的节点应该是不可区分的。
403,什么是网络策略（Network Policy）？它的作用是什么？,网络策略（Network Policy）是一种规范，规定了允许 Pod 组之间、Pod 与其他网络端点之间以怎样的方式进行通信。网络策略帮助您声明式地配置允许哪些 Pod 之间、哪些命名空间之间允许进行通信，并具体配置了哪些端口号来执行各个策略。它由网络提供商提供的并被 Kubernetes 支持的网络插件实现。
404,什么是命名空间？它在 Kubernetes 中有什么作用？,命名空间（Namespace）是 Kubernetes 用来支持隔离单个集群中资源组的一种抽象，用于组织集群中对象，并为集群资源划分提供了一种方法。同一命名空间内的资源名称必须唯一，但跨命名空间时不作要求。在微服务引擎中，命名空间指的是 Nacos 命名空间，主要用于实现租户层级的配置隔离。
405,什么是双向传输层安全性协议（mTLS）？它的作用是什么？,双向传输层安全性协议（mTLS）是一种用于对两个服务之间发送的消息进行身份验证和加密的技术。mTLS 是标准的传输层安全性协议 (TLS)，但不是仅验证一个连接的身份，而是验证双方。它可以防止诸如路径上的攻击、欺骗攻击、凭证填充、暴力攻击等攻击，并为进入网络或应用程序的用户提供了额外的安全层。它还能够验证不遵循登录过程的客户端设备连接，例如物联网 (IoT) 设备。
406,什么是多租户模式？它能够带来哪些好处？,多租户模式指的是通过单次软件安装为多个租户提供服务。租户可以是一个用户、一个应用程序或一组用户/应用程序，它们使用各自的数据集来操控同一个软件。多租户软件示例包括 Google Mail、Google Docs、Microsoft Office 365、Salesforce CRM 和 Dropbox 等。多租户模式能够带来资源利用效率提高、维护成本降低和用户软件成本降低等好处。
407,什么是单体应用？为什么在产品确定成功前使用单体应用比使用微服务更有利？,单体应用是一种将整个应用程序作为一个单独的可执行文件运行的架构。在产品确定成功前使用单体应用比使用微服务更有利，因为精心设计的单体可以坚持精益原则，并且是启动和运行应用程序的最简单方式。当单体应用的商业价值被证明是成功的，它可以被分解成微服务。如果应用程序没有产生任何价值，而制作了基于微服务的应用程序，这些努力就会被浪费掉。
408,什么是kube-apiserver？它的作用是什么？,kube-apiserver是提供Kubernetes API服务的控制面组件。它验证并配置API对象的数据，这些对象包括Pod、Service、replicationcontroller等。API服务器为REST操作提供服务，并为集群的共享状态提供前端
409,什么是Kubernetes(k8s)？它提供了哪些功能？,Kubernetes通常缩写为k8s，是一种流行的现代基础设施自动化的开源工具。它管理在分布式系统上运行的应用程序，并捆绑了几个基础设施结构，如应用程序实例、负载平衡器、持久性存储等，以一种可以被组成应用程序的方式。Kubernetes实现了自动化和可扩展性，使用户能够以可重复的方式声明性地部署应用程序。它提供了资源管理、负载均衡、存储编排、自动扩缩、自动恢复等功能。
410,什么是Kops？它有哪些特点？,Kops是一个命令行工具，可以帮助您创建、销毁、升级和维护生产级、高可用性的Kubernetes集群。Kops目前仅支持AWS，对GCE、VMware vSphere及其他第三方PaaS平台的支持还处于Alpha阶段。使用Kops构建集群可以获得高度可靠性，并且支持自动化冗余和自我修复功能。
411,什么是Job？它有什么作用？,Job是需要运行完成的确定性的或批量的任务。它创建一个或多个Pod对象，并确保指定数量的Pod成功终止。随着各Pod成功结束，Job会跟踪记录成功完成的个数。
412,什么是Istio？它的作用是什么？,Istio是一个免费开源的服务网格，提供了一种统一的方式来集成微服务、管理流量、实施策略和汇总度量数据。Istio添加到应用程序时不需要修改应用程序代码，它介于服务和网络之间，构成了通常所谓的服务网格（Service Mesh），帮助简化微服务架构的管理和监控。
413,什么是Init容器？它有哪些特点？,Init容器是应用容器运行前必须先运行完成的一个或多个容器。Init容器必须在应用容器启动前运行完成，且必须在下一个Init容器开始前运行完成。Init容器通过在应用程序启动前完成一些额外处理来帮助确保应用程序正确启动。
414,什么是Ingress？它提供了哪些功能？,Ingress是对集群中服务的外部访问进行管理的API对象，典型的访问方式是HTTP。Ingress可以提供负载均衡、SSL终结和基于名称的虚拟托管等功能。
415,什么是基础设施即代码(Infrastructure as Code)？它解决了哪些问题？,基础设施即代码是将基础设施的定义存储为一个或多个文件的做法。通过将服务器、负载均衡器和子网等数据中心资源表示为代码，它允许基础架构团队对所有配置拥有单一的数据源，并允许他们在CI/CD通道中管理数据中心，实现版本控制和部署策略。基础设施即代码解决了手动配置基础架构时可能遇到的复杂性、扩缩瓶颈和错误配置等问题。
416,什么是基础设施即服务(IaaS)？它为用户提供了哪些好处？,基础设施即服务(IaaS)是一种云计算服务模型，它提供物理或虚拟的计算、存储和网络资源，使用按需按量的计费模式。IaaS允许用户根据需要租用计算资源，并推迟大型资本支出，同时给予他们扩大或缩小规模的灵活性。IaaS降低了试验或尝试新应用程序的初期成本，并提供了快速部署基础设施的工具。用户无需购买和维护计算和数据中心资源，从而避免了搭建传统本地设施时可能面临资源的空闲和短缺问题。
417,Kubernetes 1.26 发布于哪一年？,文章没有明确指出，无法确定。
418,Kubernetes 1.25 中将那些 Beta 功能降级为 Alpha？,Kubernetes 1.25 中将 LocalStorageCapacityIsolationFS
419,Kubernetes 1.25 移除了哪些已经 GA 的功能 Feature Gate？,Kubernetes 1.25 移除了 ServiceLoadBalancerClass、ServiceLBNodePortControl、CSRDuration、DefaultPodTopologySpread、NonPreemptingPriority、PodAffinityNamespaceSelector、PreferNominatedNode、PodOverhead、UnversionedKubeletConfigMap、IndexedJob 和 SuspendJob 这些已经 GA 的功能 Feature Gate。
420,Kubernetes 的 kubeadm reset 在执行时会清理哪些数据？,kubeadm reset 在执行时会尽可能的去清理掉陈旧的数据，旧数据会在每个 reset 阶段执行时被清除，默认的 etcd 数据目录会在 remove-etcd-member 阶段执行时被删除。
421,什么是 DSA 格式的 key？,DSA（Digital Signature Algorithm）格式的 key 是一种数字签名算法，用于生成公钥和私钥对。
422,Kubernetes 1.25 移除了哪些已经 GA 的功能 Feature Gate？,Kubernetes 1.25 移除了多项已经 GA 的功能 Feature Gate，包括 ServiceLoadBalancerClass、ServiceLBNodePortControl、CSRDuration、DefaultPodTopologySpread、NonPreemptingPriority、PodAffinityNamespaceSelector、PreferNominatedNode、PodOverhead、UnversionedKubeletConfigMap、IndexedJob 和 SuspendJob。
423,Kubernetes 1.25 对 kubeadm 命令进行了哪些修复和增强？,Kubernetes 1.25 对 kubeadm 命令进行了多项修复和增强，包括 kubeadm join phase control-plane-preapare certs 支持使用 --dry-run 运行、支持子阶段的 dry-run 模式、kubeadm init 增加一个新 phase —— show-join-command 等。
424,Kubernetes 1.25 对 kubectl 命令进行了哪些增强和修复？,Kubernetes 1.25 对 kubectl 命令进行了多项增强和修复，包括 kubectl wait 命令支持在 -o jsonpath= 中设置不存在的字段、kubectl api-resources 在 -o wide 输出时增加 categories 列并增加 --categories 参数来支持根据 categories 过滤、kubectl alpha event 移动为顶级命令 kubectl events 等。
425,在 Kubernetes 中如何使用 Health SLIs？,在每个组件中增加一个新的路径 /metrics/slis，以 Prometheus 格式来公开服务级别指标 (ServiceLevelIndicator)。每个组件都需要暴露两个 metrics，一个是 gauge，一个是 counter。
426,什么是 Health SLIs？,Health SLIs 是一种标准格式，用于暴露 Kubernetes 组件的健康信息，包括指标类型、组件名称、健康检查状态和状态计数。
427,Kubernetes 1.26 中有哪些 kubectl 命令方面的改进？,Kubernetes 1.26 中有以下 kubectl 命令方面的改进：\n- kubectl wait 命令支持在 -o jsonpath= 中设置不存在的字段，这在某些字段被异步设置时会很有用。\n- kubectl api-resources 在 -o wide 输出时增加 categories 列，并且增加 --categories 参数来支持根据 categories 过滤。\n- kubectl alpha event 移动为顶级命令 kubectl events。\n- 修复了 kubectl rollout history --revision=<version>-o json|yaml <resource> 命令在输出 json/yaml 时返回最新版本而不是指定的 revision。\n- 优化 kubectl label --dry-run 命令的提示信息，避免用户误解为 label 已被设置。
428,Kubernetes 1.26 的可观测性方面有哪些改进？,Kubernetes 1.26 中新增了 KEP-3466 Kubernetes Component Health SLIs，为每个组件增加了一个新的路径/metrics/slis，以 Prometheus 格式来公开服务级别指标 (ServiceLevelIndicator)，便于组件健康状态的监控和调试。需要开启 Alpha Feature Gate —— ComponentSLIs 才能使用该功能。
429,Kubernetes 1.26 中有哪些资源控制与协调方面的新功能？,Kubernetes 1.26 中有以下资源控制与协调方面的新功能：\n- 在 PodDisruptionBudget 资源中新增 spec.unhealthyPodEvictionPolicy 字段来控制不健康的 Pod 何时应该被考虑驱逐。需要开启 Alpha Feature Gate —— PDBUnhealthyPodEvictionPolicy 才能使用该功能。\n- StatefulSet 当前是从 0 开始对 Pod 进行编号。该功能在 StatefulSet 中增加一个 spec.ordinals.start 字段来控制 Pod 的起始编号。需要开启 Alpha Feature Gate —— StatefulSetStartOrdinal 才能使用该功能。
430,Kubernetes 1.26 中关于网络方面有哪些改进？,"Kubernetes 1.26 中对网络方面进行了多项优化和改进：\n- 优化 kube-proxy 性能，它只发送在调用 iptables-restore 中更改的规则，而不是整个规则集。需要开启 Alpha Feature Gate —— MinimizeIPTablesRestore 才能使用该功能。\n- kube-proxy 新增 flag --iptables-localhost-nodeports 来允许用户禁止通过 localhost 访问 NodePort 的 Service。\n- 如果用户要求使用 ipvs，但是系统没有正确配置时，不再回退到 iptables 模式，而是返回错误。\n- 如果 kube-proxy 检测到分配给 Node 的 pod.Spec.PodCIDRs 已经改变，那么它将重新启动。\n- 移除已经废弃的 ""userspace"" 代理模式。"
431,什么是 Provision volumes from cross-namespace snapshots 功能，它是如何实现的？,Provision volumes from cross-namespace snapshots 是 Kubernetes 1.26 中新增的功能，可以让用户从跨命名空间的 VolumeSnapshots 中分配卷。该功能通过在 PersistentVolumeClaim 中新增 `spec.dataSourceRef.namespace` 字段来实现。需要开启 Alpha Feature Gate —— CrossNamespaceVolumeDataSource 才能使用该功能。
432,什么是软件即服务？,软件即服务（SaaS）允许用户通过互联网连接或使用云服务，以按需付费的方式提供完整的软件解决方案。所有运维任务和应用数据由服务提供商处理，扩缩、可用性和容量问题由服务提供商处理，采用按需付费的模式。
433,什么是网站可靠性工程？,网站可靠性工程（SRE）是一门结合运营和软件工程的学科，特别适用于基础设施和运营问题。它通过不断改进底层系统来最小化软件开发过程的成本、时间和工作量。
434,什么是自愈系统？,自愈系统无需任何人为干预就能从某些类型的故障中恢复。它通过主动查看系统实际状态并将其与运营商最初期望的状态进行比较，自动采取修正措施。
435,什么是服务代理？,服务代理是拦截进出某项服务的流量、对其应用逻辑、并将该流量转发给另一项服务的中间人。它收集有关网络流量的信息，并决定是否对其应用规则。
436,什么是服务名称？,服务名称是服务唯一的名字，是服务在服务网格里的唯一标识，不得重复。
437,什么是 Selector？它可以用来做什么？,Selector 允许用户通过标签对一组资源对象进行筛选过滤，并可以通过标签对资源进行过滤筛选。Selector 可以用于查询资源列表，在 Pod 中使用标签选择器使容器挂载卷和环境变量引用 Secret 和 ConfigMap 等资源对象，并且可以使用 LabelSelector 来控制 Pod 调度策略。
438,什么是 Service Discovery？它的作用是什么？,Service Discovery 是查找组成服务各个实例的过程。它持续跟踪构成服务的各种节点或端点，为需要找到彼此的应用程序提供一个公共地方来查找和识别不同服务。在云原生架构中，容器化的应用程序可能会多次启动和停止，并且每次启动后会有一个新地址。Service Discovery 可以持续跟踪网络中的应用程序，以便在需要时可以找到彼此。
439,什么是 Service Mesh？它解决了哪些问题？,Service Mesh 是一种解决微服务架构中网络通信可靠性、可观测性和安全性等问题的技术。它通过管理服务之间的流量，并在所有服务中统一添加可靠性、可观测性和安全功能来解决这一系列新的挑战。在转向微服务架构后，工程师们现在要处理数百个，甚至数千个单独的服务，都需要进行通信。服务网格通过管理服务之间的流量（即通信），并在所有服务中统一添加可靠性、可观测性和安全功能来解决这一系列新的挑战。
440,什么是 ServiceAccount？它的作用是什么？,ServiceAccount 是 Kubernetes 中为在 Pod 中运行的进程提供标识的一种方法。当 Pod 中进程访问集群时，API 服务器将它们作为特定的 ServiceAccount 进行身份验证。如果创建 Pod 时没有指定 ServiceAccount，则会自动分配 default ServiceAccount。ServiceAccount 的作用是提供安全身份验证和授权，以便访问 Kubernetes API 和其他资源。
441,什么是 Secret？它的作用是什么？可以配置为静态加密吗？,Secret 是用于存储敏感信息的 Kubernetes 对象，可以存储密码、OAuth 令牌和 SSH 密钥等。它的作用是让用户对敏感信息的使用进行更多的控制，并减少信息意外暴露的风险。Secret 值被编码为 base64 字符串并以非加密形式存储，但可以配置为静态加密。
442,什么是安全上下文？,securityContext 字段定义 Pod 或容器的特权和访问控制设置，包括运行时 UID 和 GID。在一个 `securityContext` 字段中，您可以设置进程所属用户和用户组、权限相关设置。
443,什么是滚动更新？,滚动更新指一次只更新一小部分副本、成功后再更新更多的副本、最终完成所有副本的更新。滚动更新具有零停机的优点，整个更新过程始终有副本在运行，从而保证了业务连续性。
444,什么是资源配额？,资源配额提供了限制每个命名空间的资源消耗总和的约束。它限制了命名空间中每种对象可以创建的数量，也限制了项目中可被资源对象利用的计算资源总数。
445,什么是注册中心？,注册中心是微服务架构中的“通讯录”，负责记录服务和服务地址的映射关系。在 DCE 中，支持多种类型的注册中心，如 Eureka、Zookeeper、Nacos、Mesh、Kubernetes。
446,什么是 RBAC？,RBAC 是基于角色的访问控制，是管理授权决策的一种方式，允许管理员通过 Kubernetes API 动态配置访问策略。RBAC 使用角色和角色绑定，向用户组授权一组权限。
447,什么是 Operator？,Operator 是打包、部署和管理 Kubernetes 应用程序的一种方法。它是一个用于管理自定义资源的专用控制器，可以将控制器关联到一个或多个自定义资源，从而扩展 Kubernetes。
448,什么是可观测性？,可观测性指从所观测系统采集信号、持续生成并发现可执行洞察力。可观测性允许用户从某个系统的外部输出中洞察该系统的状态并采取（修正）措施。计算机系统衡量机制为观测 CPU 时间、内存、磁盘空间等底层信号以及每秒 API 响应次数、每秒错误率、每秒处理的事务数等高级信号和业务信号。
449,什么是对象？,对象是 Kubernetes 系统中代表集群部分状态的实体。Kubernetes API 用这些实体表示集群状态。Kubernetes 对象通常是一个“目标记录”，一旦创建对象，Kubernetes 控制平面就会持续工作，确保对象所代表项目切实存在。
